ST_ID,LATITUDE,LONGITUDE
162,59.3968,48.9638
163,59.4445,48.9049
164,59.4798,48.8603
165,59.5111,48.8141
166,59.5425,48.7424
167,59.5818,48.6752
168,59.6282,48.6198
169,59.6577,48.5682
170,59.6831,48.5050
171,59.7273,48.4170
172,59.7605,48.3754
173,59.8488,48.2748
174,59.8799,48.1868
175,59.9481,48.1720
176,59.9936,48.1256
177,60.0523,48.0429
178,60.0919,47.9653
179,60.1319,47.8945
180,60.1902,47.8879
181,60.2515,47.7858
182,60.3310,47.6997
183,60.3805,47.6160
184,60.4047,47.5333
185,60.3996,47.2902
186,60.3658,47.1244
187,60.3567,47.0781
188,60.4691,47.4876
189,60.5054,47.3860
190,60.5568,47.3341
191,60.6003,47.2788
192,60.6468,47.2087
193,60.7037,47.2257
194,60.7477,47.1786
195,60.7596,47.1663
196,60.7851,47.1385
197,60.8176,47.0610
198,60.8950,47.2563
199,60.8936,47.3689
200,58.6284,49.5671
201,58.4953,49.6985
202,58.4704,49.8132
203,58.4714,49.9111
204,58.4642,50.0742
205,58.5375,49.9867
206,58.4373,50.2325
207,58.4165,50.3530
208,58.4454,50.4766
209,58.4629,50.6369
210,58.4801,50.7077
211,58.4512,50.5187
212,58.4343,50.9912
213,58.4039,51.1342
214,58.4165,51.2835
215,58.4040,51.3952
216,58.3978,51.5116
217,58.3554,51.5920
218,58.3195,51.7347
219,58.2963,51.8386
220,58.2872,51.9592
221,58.2485,52.1116
222,58.2200,52.1552
223,58.2030,52.2151
224,58.3047,52.1708
225,58.3607,52.1995
226,58.3988,52.1270
227,58.4443,52.1790
228,58.5099,52.1836
229,58.5604,52.2092
230,58.6809,52.2092
231,58.7741,52.2951
232,58.8709,52.3444
233,58.9288,52.3679
234,58.9974,52.4040
235,59.0512,52.3355
236,59.1250,52.3380
237,48.5765,24.8933
239,48.6226,24.5847
242,48.6905,24.6150
245,48.8239,24.7195
246,49.0636,23.8719
249,48.9820,23.9873
253,48.9352,23.9130
254,48.9989,24.1632
257,49.0122,24.3495
261,49.0000,24.5968
263,49.2593,24.4951
266,49.2167,24.6478
269,49.1372,24.7327
270,49.0905,24.7964
271,49.0389,24.7599
273,48.9857,24.7105
275,48.9189,24.7266
277,48.8766,24.7511
278,48.8217,24.7868
281,48.7366,24.8453
287,48.5979,25.0811
288,48.5339,25.0629
294,48.6822,25.4772
297,48.5088,25.1680
298,48.4732,25.3092
301,48.4293,25.5047
302,48.4118,25.5926
303,48.3820,25.5104
307,48.2990,25.2536
308,48.2492,25.1930
309,48.3997,25.6530
310,46.8276,29.4695
314,46.8441,29.6342
315,46.8026,29.8622
316,46.6232,29.9197
317,46.8375,29.4750
321,46.8871,29.2843
323,46.9057,29.1747
326,46.9271,29.0506
328,46.9617,28.9229
329,47.0092,28.8632
332,47.0877,28.7401
334,47.1493,28.6195
336,47.1887,28.4487
337,47.2423,28.3357
339,47.3255,28.0899
342,47.3223,27.8858
345,47.2120,27.8046
346,51.5045,45.9788
351,47.2120,27.8046
352,47.2034,27.8003
358,47.5450,27.7411
360,47.6196,27.7726
363,47.7237,27.8241
364,47.7922,27.5057
365,47.7624,27.9113
366,47.7852,27.9292
368,59.4404,24.7377
369,59.4148,24.7409
370,59.4851,24.9344
371,59.4851,24.9344
372,59.4150,24.7409
373,59.4665,24.9688
374,59.4665,24.9688
375,59.4012,24.9329
378,59.3663,25.1787
380,59.3390,25.3271
383,59.2853,25.6117
387,59.2546,25.8200
388,59.3575,26.3651
389,59.3388,26.1517
390,59.3575,26.3651
393,59.3488,26.8416
394,59.3515,26.9584
395,59.3585,27.0583
396,59.3999,27.2610
397,59.3567,27.4047
398,59.3763,27.5841
399,59.3728,27.7734
400,59.3639,27.9283
401,59.3687,28.0631
402,59.3717,28.1655
403,59.3717,28.1655
404,59.1628,26.1084
406,58.9892,26.2441
413,58.5547,26.5900
415,58.4665,26.6601
418,58.3761,26.7038
421,58.2727,26.7715
429,58.0694,27.0928
432,58.0040,27.3561
434,57.9195,27.4715
437,57.8389,27.4732
444,57.8269,27.0298
449,57.8282,26.5362
455,58.2247,26.4239
464,58.1307,26.3282
467,58.0516,26.2395
470,57.9469,26.2402
472,57.8628,26.1895
474,57.7746,26.0553
475,57.7541,26.0027
478,57.7552,26.0040
479,57.6334,25.6944
481,57.5196,25.4366
483,57.3851,25.4100
485,57.3102,25.2794
487,57.1964,25.1683
490,57.7746,26.0553
501,57.1853,26.7657
512,55.4705,37.5554
513,55.5102,37.5622
514,55.5712,37.6115
515,55.5898,37.6151
516,55.6030,37.6321
517,55.6185,37.6688
518,55.6404,37.6891
519,55.6614,37.7170
520,55.6741,37.7280
521,55.7457,37.6883
522,55.7576,37.6615
523,55.7761,37.6517
525,55.7995,37.5987
526,55.7954,37.5891
527,54.8575,38.1893
528,54.8303,38.2437
529,54.8696,38.1430
530,54.8575,38.1893
531,54.8732,38.1194
532,54.9087,38.0793
533,54.9447,38.0523
534,54.9865,38.0310
535,55.0626,37.9883
536,55.2127,38.5790
537,55.2656,38.6619
538,55.1881,38.5279
539,55.1780,38.4808
540,55.1681,38.4344
541,55.1484,38.4123
542,55.1298,38.3790
543,55.1022,38.3264
544,55.0923,38.2770
545,55.2729,38.6742
546,55.0586,38.1511
547,55.0278,38.0922
548,55.0044,38.0533
549,55.1214,37.9605
550,55.1181,38.0316
551,55.1163,38.0935
552,55.1223,38.1657
553,55.1099,38.2122
554,55.1546,37.8968
555,55.1725,37.8408
556,55.1787,37.7934
557,55.2697,37.8959
558,55.3114,37.8705
559,55.2046,37.9211
560,55.1697,37.9383
561,55.3335,37.8507
562,55.3824,37.8147
563,55.3947,37.8056
564,55.4394,37.7733
565,55.4890,37.7308
566,55.5168,37.7079
567,55.5483,37.6859
568,55.5663,37.6680
569,55.5818,37.6597
570,55.4219,37.8352
571,55.4296,37.8803
572,55.4151,37.8968
573,55.6310,37.6273
574,55.5927,37.6539
575,55.6539,37.6222
576,55.6820,37.6210
577,55.7059,37.6580
578,55.7175,37.6433
579,55.7294,37.6407
580,55.7395,37.7947
581,55.7334,37.7631
582,55.7334,37.7296
583,55.7482,37.6823
584,55.7445,37.8194
585,55.7358,37.7643
586,55.7307,37.7744
587,55.7223,37.7985
588,55.7163,37.8166
589,55.7058,37.8477
590,55.6986,37.8645
591,55.7504,37.7217
592,55.7445,37.7408
593,55.7789,37.6777
594,55.7737,37.6567
595,55.7811,37.7051
596,55.7637,37.7207
597,55.7856,37.6706
598,55.7925,37.6439
599,55.6825,37.8966
600,55.6687,37.9234
601,55.6553,37.9547
602,55.6500,37.9823
603,55.6454,38.0081
604,55.6347,38.0444
605,55.6726,37.9328
607,55.6739,37.9026
608,55.6536,37.8596
609,55.6306,37.8413
610,55.6647,38.0338
611,55.6557,38.0681
612,55.6479,38.1120
613,55.6386,38.1749
614,55.6370,38.2017
615,55.6360,38.2751
616,55.6287,38.3135
617,55.6282,38.3523
618,55.6252,38.3901
619,55.6091,38.4464
620,55.6038,38.5048
621,55.6038,38.5457
622,55.5995,38.6103
623,55.5900,38.6923
624,55.5817,38.7555
625,55.5720,38.8234
626,55.6147,38.4137
627,55.6266,38.0715
628,55.6163,38.1007
629,55.6017,38.1365
630,55.5921,38.1601
632,55.5729,38.2068
633,55.5653,38.2260
634,59.1855,52.3293
635,59.3460,52.2252
636,59.4203,52.3550
637,59.4939,52.4545
638,59.5364,52.4509
639,59.5950,52.4456
640,59.7865,52.1446
641,58.1759,52.3478
642,58.1564,52.5082
643,58.1524,52.4617
644,58.1593,52.4228
645,58.1324,52.6696
646,58.1027,52.8376
647,58.0559,52.9296
648,58.1132,52.7689
649,58.0844,52.8924
650,58.0256,52.9517
651,57.8358,53.1792
652,57.8783,53.1718
653,57.8728,53.2735
654,57.8631,53.3276
655,57.0069,51.3165
656,56.9805,51.3715
657,56.9122,51.5796
658,56.8734,51.6606
659,56.8609,51.7641
660,56.4467,52.2016
661,56.8860,52.0321
662,56.9177,52.0759
663,56.9890,52.1801
664,56.9762,52.2919
665,56.9832,52.3871
666,56.9790,52.4883
667,56.9902,52.5799
668,56.9752,52.7057
669,56.9697,52.8055
670,56.9674,52.8731
671,56.9626,53.0113
672,57.0037,52.9722
673,57.0268,52.9171
674,57.1160,52.9667
675,57.1818,52.9973
676,57.2555,53.0113
677,57.2957,53.0194
678,57.3608,53.0147
679,57.4530,53.1022
680,57.5583,53.0500
681,57.6268,53.0988
682,57.7220,53.0903
683,57.7795,53.2194
684,57.8497,53.3101
685,59.2904,52.3046
686,61.2449,46.8792
687,61.2398,46.9491
689,61.2570,46.6294
692,61.2113,46.6251
693,61.2115,46.6532
694,61.2398,46.7629
695,61.2573,46.6816
696,61.2764,46.7049
697,61.2573,46.6816
698,61.2573,46.6816
699,61.2610,47.1039
700,61.2739,47.2514
702,61.3120,47.5305
703,61.3898,47.7162
704,61.4713,47.9507
706,61.5597,48.2007
707,61.7556,48.5468
708,61.7993,48.6766
709,61.8962,49.0718
710,62.0275,49.3144
713,62.0908,49.4216
715,62.2145,49.7935
716,62.3599,50.0745
717,62.3736,50.0725
719,62.5559,49.7370
721,62.8453,49.3031
722,62.9345,49.1793
723,63.0586,48.8632
724,63.2363,48.5775
725,63.3025,48.5296
726,63.4446,48.6670
727,63.4606,47.9684
728,61.7301,50.7747
729,61.6580,50.7911
730,61.7302,50.7747
731,61.8014,50.7324
732,61.8489,50.6823
733,61.9559,50.6159
734,62.2076,50.4331
735,62.4344,50.2348
736,62.5522,50.7361
738,62.5998,50.8824
739,62.7034,51.2747
740,62.7560,51.4837
742,62.8623,51.8783
744,62.9820,52.1720
745,63.0259,52.2757
746,63.0554,52.3556
748,63.2131,52.6888
749,63.2401,52.8909
750,63.2742,53.0712
752,63.4288,53.6077
753,63.5568,53.7383
754,63.5733,53.7770
756,63.6002,53.8997
757,63.5765,53.9381
761,47.9527,27.8368
762,48.0338,27.8135
764,48.1703,27.6451
765,48.2398,27.6089
767,48.2426,27.5039
772,48.1332,27.3729
773,48.4138,27.6020
778,48.4530,27.7328
780,48.2530,26.5777
781,48.2712,26.6652
783,48.2971,26.7826
784,48.3553,26.7879
786,48.4660,27.1385
787,48.4959,27.2532
788,48.4505,27.7361
789,48.4435,27.3735
790,47.8116,28.0730
793,47.8754,28.2344
794,47.8885,28.3048
796,47.8689,28.3789
799,47.8342,28.4445
801,47.9098,28.4937
803,47.8606,28.6076
805,47.8175,28.7990
807,47.8097,28.8723
808,47.7938,28.9591
810,47.7579,28.9947
811,47.7102,29.1057
813,47.7592,29.2173
815,45.9237,28.1905
816,46.1562,28.1564
819,46.2724,28.2039
820,46.2732,28.1886
821,46.2818,28.2278
824,46.4207,28.4199
829,46.3643,28.6523
833,46.0860,28.1646
834,45.4711,28.2068
838,45.4711,28.2068
839,45.4711,28.2068
840,45.4715,28.2035
841,45.4580,28.2659
842,45.4789,28.4133
845,45.5446,28.4285
848,45.6793,28.4778
849,45.7619,28.5273
851,45.7353,28.6025
852,45.7701,28.5914
853,45.9284,28.6487
856,46.0817,28.8380
862,46.3556,28.9012
863,46.3272,28.9842
864,46.3807,28.9779
866,46.4482,28.9615
869,46.5320,28.9210
875,46.6719,29.0975
880,46.3235,28.9811
881,46.6111,29.3118
883,46.6750,29.4488
885,46.7413,29.5191
886,46.5543,30.7543
898,59.3875,24.7230
904,59.2012,24.7132
905,59.1703,24.7436
908,58.9953,24.8343
910,58.8671,25.0087
917,58.8058,25.4283
920,58.6322,25.5656
923,58.3570,25.5729
924,58.5653,24.8113
927,58.3558,24.5776
944,57.3335,24.4624
946,56.9083,24.2085
952,56.9190,24.1860
954,56.9296,24.0864
955,57.0166,24.1306
956,56.9768,24.0662
957,56.9768,24.0662
958,56.8447,24.0483
961,56.8444,24.0483
963,56.4041,23.6723
964,56.7890,23.9467
966,56.7039,23.8262
969,56.4044,23.6721
979,56.5373,25.7193
983,56.5076,25.2532
986,56.5637,24.9230
990,56.5908,24.5468
992,56.5906,24.4020
993,56.6275,24.2422
994,56.6429,24.0785
996,56.5990,23.4794
"1,001",56.6269,23.2876
"1,003",56.6932,22.9850
"1,006",56.6965,22.5707
"1,007",56.6871,22.4623
"1,011",56.6828,22.0106
"1,014",56.6222,21.6899
"1,020",56.6518,25.4357
"1,021",56.6242,25.2857
"1,023",56.6446,25.1342
"1,026",56.6789,24.9757
"1,027",56.7218,24.8148
"1,032",55.5406,38.2946
"1,033",55.5156,38.3362
"1,034",55.4990,38.3629
"1,035",55.4724,38.4268
"1,037",55.4839,38.3988
"1,038",55.4449,38.4969
"1,039",55.4358,38.5249
"1,040",55.4269,38.5601
"1,041",55.4057,38.6561
"1,042",55.3272,38.6856
"1,043",55.8624,37.6830
"1,044",55.8805,37.7112
"1,045",55.8903,37.7263
"1,046",55.9010,37.7424
"1,047",55.7777,37.6576
"1,049",55.8143,37.6630
"1,050",55.8294,37.6712
"1,051",55.8412,37.6699
"1,052",55.8822,37.5677
"1,053",55.8972,37.5536
"1,054",55.7961,37.5881
"1,055",55.8175,37.5773
"1,056",55.8474,37.5742
"1,057",55.8656,37.5732
"1,058",55.7941,37.6330
"1,059",55.8080,37.5785
"1,060",55.8055,37.5533
"1,061",55.8155,37.5266
"1,063",55.8143,37.5278
"1,064",55.8143,37.4768
"1,065",55.8271,37.4411
"1,066",55.8331,37.3990
"1,067",55.8152,37.3414
"1,068",55.8143,37.3039
"1,069",55.8227,37.2488
"1,070",55.8323,37.2192
"1,071",55.8417,37.1848
"1,072",55.8551,37.1557
"1,073",55.8375,37.1612
"1,074",55.8268,37.1496
"1,075",55.8147,37.1243
"1,076",55.8667,37.1258
"1,077",55.8744,37.1035
"1,078",55.8802,37.0380
"1,079",55.8963,36.9687
"1,080",55.8905,36.9294
"1,081",55.9122,36.9627
"1,082",55.9288,36.9984
"1,083",55.9613,37.0109
"1,084",55.9949,37.0477
"1,085",56.0325,37.0544
"1,087",55.8564,36.8800
"1,088",55.8140,36.8242
"1,089",55.7722,36.8062
"1,090",55.7393,36.8051
"1,091",55.7207,36.7953
"1,092",55.6984,36.7859
"1,093",55.6733,36.7604
"1,094",55.6446,36.7574
"1,095",55.8878,36.9383
"1,096",55.9116,36.8226
"1,097",55.9117,36.7974
"1,098",55.9039,36.8561
"1,099",55.8861,36.9005
"1,100",55.9264,36.7017
"1,101",55.9396,36.6450
"1,102",55.9479,36.6132
"1,103",55.9623,36.5702
"1,104",55.9736,36.5414
"1,105",55.9965,36.4724
"1,106",55.9882,36.4526
"1,107",55.9913,36.4108
"1,108",56.0109,36.3370
"1,109",56.0182,36.2141
"1,110",56.0049,36.0927
"1,111",55.9787,36.0396
"1,112",55.9941,35.7862
"1,113",56.0095,35.6426
"1,114",56.0299,35.5115
"1,115",56.0467,37.0561
"1,116",55.7283,37.5117
"1,117",55.7432,37.5670
"1,118",55.7622,37.5325
"1,119",55.7726,37.5602
"1,120",55.7732,37.5499
"1,121",55.7541,37.5317
"1,122",55.7762,37.5807
"1,123",55.6979,37.5945
"1,124",55.7393,37.5344
"1,125",55.7635,37.5199
"1,126",55.8032,37.4955
"1,127",55.8472,37.5515
"1,128",55.8476,37.5906
"1,129",55.8391,37.6688
"1,130",55.8293,37.7025
"1,131",55.8067,37.7459
"1,132",55.7628,37.7461
"1,133",55.7445,37.7408
"1,134",55.6987,37.7005
"1,135",55.7178,37.6956
"1,136",55.7022,37.6554
"1,137",55.7257,37.6935
"1,138",55.7239,37.7291
"1,139",53.2329,34.4371
"1,140",53.2469,34.4419
"1,141",53.2520,34.4285
"1,142",53.1791,34.4006
"1,143",53.1385,34.4254
"1,144",53.1135,34.4281
"1,145",53.2624,34.4063
"1,146",53.3175,34.4152
"1,147",53.3294,34.4397
"1,148",53.3297,34.4401
"1,149",63.0104,54.7732
"1,150",62.9074,55.0497
"1,151",62.7979,55.2794
"1,152",62.7948,55.6911
"1,153",62.7491,56.0462
"1,155",63.5929,53.9639
"1,157",63.7216,54.1925
"1,158",63.9224,54.4434
"1,160",64.0808,54.7012
"1,161",64.1796,54.8360
"1,162",64.4055,55.1979
"1,163",64.4828,55.3148
"1,166",64.6836,55.8750
"1,169",64.8987,56.4287
"1,170",64.9678,56.6319
"1,172",65.1061,56.9946
"1,175",65.1061,56.9946
"1,176",65.1584,57.2347
"1,178",65.2717,57.6359
"1,180",65.3725,58.0346
"1,186",65.8156,58.0636
"1,188",66.0244,57.5474
"1,189",65.6143,58.9640
"1,193",65.7487,59.6549
"1,196",65.9925,60.3247
"1,199",66.1824,60.7838
"1,200",66.0239,60.2026
"1,201",65.1746,57.2756
"1,202",66.2764,61.0680
"1,206",66.5162,61.6687
"1,210",66.6748,62.5675
"1,214",67.0538,63.0784
"1,215",67.0914,63.1833
"1,216",67.1360,63.3919
"1,218",67.2829,63.6491
"1,221",67.4776,63.6577
"1,222",67.4700,64.0278
"1,223",67.0432,64.2187
"1,225",67.0559,65.5104
"1,226",66.8099,65.8127
"1,227",66.6524,66.4047
"1,228",64.4293,40.6083
"1,232",64.4106,40.2333
"1,234",64.4972,39.9904
"1,235",64.5735,39.8509
"1,236",64.4694,40.6084
"1,237",64.5146,40.5654
"1,238",64.5509,40.5747
"1,240",64.5509,40.5747
"1,241",64.5509,40.5747
"1,242",64.4694,40.6084
"1,243",64.5096,40.7088
"1,244",64.4097,41.3006
"1,246",64.4694,40.6084
"1,247",64.3032,41.9219
"1,248",64.1834,42.2603
"1,249",64.0554,42.6736
"1,250",64.0354,43.1580
"1,251",64.0389,44.0104
"1,252",64.0415,44.4043
"1,254",60.6066,40.1571
"1,257",60.7958,40.0927
"1,261",60.9902,40.3376
"1,262",61.1904,40.2855
"1,263",61.0882,40.2792
"1,264",61.3307,40.2457
"1,265",61.4388,40.2331
"1,266",61.5083,40.2159
"1,267",61.5779,40.1999
"1,268",61.6622,40.2065
"1,270",61.8064,40.2098
"1,272",61.9347,40.2503
"1,273",62.0423,40.2439
"1,275",62.2246,40.2636
"1,278",46.4554,30.7111
"1,279",46.4674,30.7404
"1,284",46.4856,30.7488
"1,285",46.4856,30.7488
"1,286",46.6322,31.0439
"1,287",46.6322,31.0439
"1,288",46.5250,30.7264
"1,289",46.5251,30.7264
"1,290",46.4958,30.7128
"1,291",46.4659,30.6859
"1,292",46.6311,30.7934
"1,296",46.7381,30.7843
"1,298",46.8277,30.7594
"1,300",52.5948,41.5081
"1,303",47.1710,30.8337
"1,307",47.1924,30.9420
"1,309",46.4422,30.6536
"1,315",46.3320,30.5591
"1,317",46.2534,30.5236
"1,324",46.3229,30.6373
"1,325",46.3229,30.6373
"1,326",46.3353,30.6701
"1,327",46.3353,30.6701
"1,328",46.3353,30.6701
"1,329",45.9341,47.0485
"1,330",46.1398,30.3535
"1,331",46.1112,30.0802
"1,332",46.1850,30.3389
"1,333",46.1850,30.3389
"1,334",46.3320,30.5591
"1,335",46.0398,29.9128
"1,337",46.0158,29.6812
"1,339",45.9966,29.4211
"1,344",45.9456,29.2728
"1,346",45.8603,29.2216
"1,347",45.7901,29.1877
"1,348",45.6510,29.1146
"1,349",45.6263,28.9759
"1,351",45.3599,28.8111
"1,352",45.3599,28.8111
"1,353",46.2299,29.2063
"1,358",46.4786,30.6536
"1,361",46.5254,30.6050
"1,362",46.5802,30.5486
"1,364",46.6129,30.3995
"1,366",46.6855,30.3334
"1,371",46.8502,30.0738
"1,372",46.8255,30.0361
"1,378",46.9878,30.0484
"1,379",47.0078,30.3098
"1,381",46.9911,30.4502
"1,388",47.1062,29.9915
"1,392",47.3358,29.8794
"1,394",51.5045,45.9788
"1,396",56.8161,24.6080
"1,400",56.8619,24.3480
"1,401",56.9200,24.2239
"1,402",56.9175,24.3724
"1,421",56.9811,24.1760
"1,423",57.1847,25.0321
"1,427",57.0954,24.6815
"1,428",57.0769,24.5788
"1,429",57.0661,24.5137
"1,430",57.0482,24.4197
"1,432",57.0361,24.1200
"1,433",56.9907,24.2312
"1,434",56.9812,24.1755
"1,435",57.0362,24.1137
"1,436",57.0720,24.1140
"1,447",57.0362,24.1137
"1,448",57.0186,24.1296
"1,449",57.0361,24.1200
"1,450",57.0186,24.1296
"1,451",56.9647,23.7669
"1,456",56.9697,24.0459
"1,457",57.0511,24.0167
"1,458",57.0346,24.0439
"1,459",56.9734,23.8832
"1,470",56.9458,23.6115
"1,476",57.0346,24.0439
"1,477",56.9658,23.1602
"1,483",56.7011,23.4657
"1,485",56.8431,23.2927
"1,486",57.0857,22.8111
"1,488",57.1339,22.6493
"1,489",57.1449,22.5334
"1,493",57.2843,22.0062
"1,496",57.3817,21.6831
"1,502",57.3817,21.6831
"1,514",56.5292,21.0211
"1,522",56.5292,21.0211
"1,523",56.4455,21.4847
"1,525",56.3312,21.5209
"1,527",56.4157,21.8503
"1,528",56.4157,21.8503
"1,530",56.4797,23.0614
"1,531",56.4573,22.8929
"1,533",56.3828,22.6410
"1,534",56.3828,22.6410
"1,535",56.3312,21.5209
"1,536",54.6884,20.4918
"1,537",54.6938,20.4990
"1,538",53.3454,34.4687
"1,539",53.3382,34.4971
"1,540",53.3716,34.4797
"1,541",53.4018,34.4473
"1,542",53.2318,34.4408
"1,543",53.2132,34.4734
"1,544",53.2137,34.5123
"1,545",53.2157,34.5961
"1,546",53.2429,34.4280
"1,547",53.2088,34.6700
"1,548",53.1986,34.7347
"1,549",53.1769,34.8333
"1,550",53.1332,34.9815
"1,551",53.1373,35.1049
"1,552",53.1403,35.1797
"1,553",53.1424,35.2352
"1,554",53.1238,35.2795
"1,555",53.1202,35.3920
"1,556",53.0729,35.4608
"1,557",53.0259,35.5470
"1,558",52.9817,35.6139
"1,559",52.9634,35.7233
"1,560",52.9485,35.8162
"1,561",53.2510,34.4616
"1,562",53.4426,34.4021
"1,563",53.4545,34.4036
"1,564",53.5026,34.3817
"1,565",53.5468,34.3331
"1,566",53.5892,34.3231
"1,567",53.6101,34.3239
"1,568",52.4536,31.5916
"1,569",53.1766,34.3612
"1,570",53.1987,34.3930
"1,571",53.1514,34.3120
"1,572",53.1118,34.2354
"1,573",53.0950,34.1285
"1,574",53.0969,34.0750
"1,575",53.0763,34.0548
"1,576",53.0775,34.0012
"1,577",53.0705,33.9455
"1,578",53.0607,33.9156
"1,579",53.0386,33.8536
"1,580",52.9605,33.6088
"1,581",52.9470,33.5649
"1,582",53.0035,33.7456
"1,583",52.9134,33.4623
"1,584",52.8882,33.3923
"1,585",52.8842,33.3174
"1,586",52.8879,33.2615
"1,587",52.8832,33.2062
"1,588",52.8791,33.1345
"1,589",52.8769,33.0487
"1,590",52.8628,32.9742
"1,591",52.8528,32.9155
"1,592",52.8556,32.8382
"1,593",52.8528,32.7479
"1,594",52.8296,32.6183
"1,595",52.8095,32.5507
"1,596",52.7866,32.4957
"1,597",52.7674,32.4015
"1,598",52.7600,32.3463
"1,602",52.7344,32.2337
"1,603",52.6570,32.1748
"1,604",52.6260,32.1482
"1,605",52.5551,32.0936
"1,606",52.5306,32.0137
"1,607",52.5233,31.9480
"1,613",52.4747,31.6652
"1,614",52.3703,32.1903
"1,617",53.1313,32.3063
"1,618",53.0210,32.3788
"1,620",52.9626,32.4044
"1,624",52.5951,32.7590
"1,628",52.7202,32.7434
"1,631",52.5544,33.0809
"1,633",52.5092,33.2191
"1,635",52.3857,33.4168
"1,637",52.8213,34.4953
"1,638",52.8701,34.4653
"1,639",52.9282,34.4576
"1,640",52.9828,34.4628
"1,641",53.0234,34.4395
"1,642",52.7584,34.4523
"1,643",52.7957,34.4979
"1,644",52.7346,34.4829
"1,645",52.6952,34.5109
"1,646",52.6756,34.3653
"1,647",52.6372,34.3307
"1,648",52.5885,34.2869
"1,649",52.5410,34.2445
"1,650",52.5035,34.2112
"1,651",52.4307,34.1464
"1,652",62.3280,40.3282
"1,653",62.4139,40.3823
"1,655",62.6056,40.3119
"1,656",62.7088,40.2952
"1,658",62.8970,40.3097
"1,660",63.0738,40.3353
"1,662",63.3729,40.3401
"1,663",63.4490,40.3118
"1,664",63.5296,40.1154
"1,665",63.6045,39.9781
"1,666",63.6027,40.4670
"1,667",63.7548,40.6175
"1,668",63.8109,40.6436
"1,669",63.9016,40.6484
"1,670",64.0126,40.6556
